Закарпатська;Тячівський;ВОНІГОВЕ;23.52739;48.07497
Закарпатська;Хустський;ЗАРІЧНЕ;23.28724;48.20234
Закарпатська;Тячівський;ВИШНІЙ ДУБОВЕЦЬ;23.90642;48.17831
Закарпатська;Тячівський;НИЖНІЙ ДУБОВЕЦЬ;23.90247;48.15977
Закарпатська;Рахівський;СІТНИЙ;24.29403;48.12235
Закарпатська;Рахівський;БРЕБОЯ;24.38776;48.04870
Закарпатська;Рахівський;РОСІШКА;24.06967;47.98502
Закарпатська;Рахівський;КРУГЛИЙ;24.18846;47.96047
Закарпатська;Рахівський;;24.35892;47.98708
Закарпатська;Рахівський;БІЛИН;24.25404;48.11102
Закарпатська;Тячівський;НОВОСЕЛИЦЯ;23.75776;48.16698
Закарпатська;Тячівський;ТИСАЛОВО;23.77733;48.13831
Закарпатська;Тячівський;НЕРЕСНИЦЯ;23.76909;48.12269
Закарпатська;Тячівський;ВЕЛИКА УГОЛЬКА;23.65683;48.19805
Закарпатська;Тячівський;МАЛА УГОЛЬКА;23.63829;48.17676
Закарпатська;Хустський;ЯБЛУНІВКА;23.52173;48.01454
Закарпатська;Тячівський;КАЛИНИ;23.86694;48.13934
Закарпатська;Рахівський;КОСІВСЬКА ПОЛЯНА;24.10675;48.00304
Закарпатська;Рахівський;ТРОСТЯНЕЦЬ;24.26725;48.15874
Закарпатська;Тячівський;РОСОШ;23.59005;48.23976
Закарпатська;Тячівський;;23.53718;48.16835
